marker	SNP	chr	mb	SNP_impact	geneName	cmmb	logcmmb_quantile
s44p682956	s44p682956	Z	66.622133	intron_variant	b1_b1_g11498	2.56146981259177	high
s44p702930	s44p702930	Z	66.641844	intron_variant	b1_b1_g11498	2.56146981259177	high
s44p714973	s44p714973	Z	66.653857	intron_variant	b1_b1_g11498	2.56146981259177	high
s44p716091	s44p716091	Z	66.654975	intron_variant	b1_b1_g11498	2.56146981259177	high
s44p748699	s44p748699	Z	66.689544	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_66661632_66676073-GENE_ScYP8k310HRSCAF43chZ_66758136_66768286	2.56146981259177	high
s44p755266	s44p755266	Z	66.696111	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_66661632_66676073-GENE_ScYP8k310HRSCAF43chZ_66758136_66768286	2.56146981259177	high
s44p804727	s44p804727	Z	66.745637	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_66661632_66676073-GENE_ScYP8k310HRSCAF43chZ_66758136_66768286	2.56146981259177	high
s44p810771	s44p810771	Z	66.751683	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_66661632_66676073-GENE_ScYP8k310HRSCAF43chZ_66758136_66768286	2.56146981259177	high
s44p811270	s44p811270	Z	66.752182	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_66661632_66676073-GENE_ScYP8k310HRSCAF43chZ_66758136_66768286	2.56146981259177	high
s44p844255	s44p844255	Z	66.785167	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_66758136_66768286-GENE_ScYP8k310HRSCAF43chZ_66949458_66962845	2.56146981259177	high
s44p924511	s44p924511	Z	66.865346	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_66758136_66768286-GENE_ScYP8k310HRSCAF43chZ_66949458_66962845	2.56146981259177	high
s44p932069	s44p932069	Z	66.872903	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_66758136_66768286-GENE_ScYP8k310HRSCAF43chZ_66949458_66962845	2.56146981259177	high
s44p937595	s44p937595	Z	66.878402	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_66758136_66768286-GENE_ScYP8k310HRSCAF43chZ_66949458_66962845	2.56146981259177	high
s44p974187	s44p974187	Z	66.914923	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_66758136_66768286-GENE_ScYP8k310HRSCAF43chZ_66949458_66962845	2.56146981259177	high
s44p982710	s44p982710	Z	66.923446	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_66758136_66768286-GENE_ScYP8k310HRSCAF43chZ_66949458_66962845	2.56146981259177	high
s44p1019355	s44p1019355	Z	66.96012	intron_variant	b1_b1_g11512	2.56146981259177	high
s44p1019584	s44p1019584	Z	66.960349	intron_variant	b1_b1_g11512	2.56146981259177	high
s44p1069871	s44p1069871	Z	67.010011	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_66979336_66993427-GENE_ScYP8k310HRSCAF43chZ_67030917_67037294	2.56146981259177	high
s44p1085567	s44p1085567	Z	67.025666	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_66979336_66993427-GENE_ScYP8k310HRSCAF43chZ_67030917_67037294	2.56146981259177	high
s44p1086776	s44p1086776	Z	67.026874	downstream_gene_variant	b1_b1_g11520	2.56146981259177	high
s44p1095550	s44p1095550	Z	67.035649	synonymous_variant	b1_b1_g11520	2.56146981259177	high
s44p1115704	s44p1115704	Z	67.055771	upstream_gene_variant	b1_b1_g11524	2.56146981259177	high
s44p1119138	s44p1119138	Z	67.059205	upstream_gene_variant	b1_b1_g11524	2.56146981259177	high
s44p1185330	s44p1185330	Z	67.123643	intron_variant	b1_b1_g11529	2.56146981259177	high
s44p1205233	s44p1205233	Z	67.143477	intron_variant	b1_b1_g11529	2.56146981259177	high
s44p1239076	s44p1239076	Z	67.177289	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_67082597_67158511-GENE_ScYP8k310HRSCAF43chZ_67198402_67221998	2.56146981259177	high
s44p1285081	s44p1285081	Z	67.223404	synonymous_variant	b1_b1_g11531	2.56146981259177	high
s44p1354682	s44p1354682	Z	67.293571	intron_variant	b1_b1_g11532	2.56146981259177	high
s44p1394016	s44p1394016	Z	67.332885	upstream_gene_variant	b2_b2_g1534	2.56146981259177	high
s44p1398377	s44p1398377	Z	67.337441	downstream_gene_variant	b2_b2_g1536	2.56146981259177	high
s1108p7564	s1108p7564	Z	67.354506	upstream_gene_variant	b2_b2_g1537	2.56146981259177	high
s1108p7733	s1108p7733	Z	67.354675	upstream_gene_variant	b2_b2_g1537	2.56146981259177	high
s1108p29187	s1108p29187	Z	67.376036	upstream_gene_variant	b1_b1_g11538	2.56146981259177	high
s1108p46286	s1108p46286	Z	67.392275	intron_variant	b1_b1_g11538	2.56146981259177	high
s1108p55994	s1108p55994	Z	67.401983	missense_variant	b1_b1_g11538	2.56146981259177	high
s1108p63609	s1108p63609	Z	67.409642	downstream_gene_variant	b1_b1_g11538	2.56146981259177	high
s56p365176	s56p365176	Z	67.928065	intron_variant	b1_b1_g11557	1.06936298782505	low
s56p675098	s56p675098	Z	68.236312	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_68159437_68170292-GENE_ScYP8k310HRSCAF43chZ_68764635_68768749	1.06936298782505	low
s56p685255	s56p685255	Z	68.246497	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_68159437_68170292-GENE_ScYP8k310HRSCAF43chZ_68764635_68768749	1.06936298782505	low
s56p686205	s56p686205	Z	68.247446	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_68159437_68170292-GENE_ScYP8k310HRSCAF43chZ_68764635_68768749	1.06936298782505	low
s56p749042	s56p749042	Z	68.310263	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_68159437_68170292-GENE_ScYP8k310HRSCAF43chZ_68764635_68768749	1.06936298782505	low
s531p185305	s531p185305	Z	69.301528	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_68791501_68802958-GENE_ScYP8k310HRSCAF43chZ_70787482_70861702	1.44225666994936	high
s531p184764	s531p184764	Z	69.302069	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_68791501_68802958-GENE_ScYP8k310HRSCAF43chZ_70787482_70861702	1.44225666994936	high
s531p31027	s531p31027	Z	69.454164	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_68791501_68802958-GENE_ScYP8k310HRSCAF43chZ_70787482_70861702	1.44225666994936	high
s768p75506	s768p75506	Z	69.69782	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_68791501_68802958-GENE_ScYP8k310HRSCAF43chZ_70787482_70861702	1.95780884091181	high
s2773p61370	s2773p61370	Z	69.852838	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_68791501_68802958-GENE_ScYP8k310HRSCAF43chZ_70787482_70861702	1.95780884091181	high
s741p157406	s741p157406	Z	70.079438	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_68791501_68802958-GENE_ScYP8k310HRSCAF43chZ_70787482_70861702	1.95780884091181	high
s1261p8533	s1261p8533	Z	70.56376	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_68791501_68802958-GENE_ScYP8k310HRSCAF43chZ_70787482_70861702	1.54793379648593	high
s820p2998	s820p2998	Z	70.578434	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_68791501_68802958-GENE_ScYP8k310HRSCAF43chZ_70787482_70861702	1.54793379648593	high
s820p102204	s820p102204	Z	70.685319	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_68791501_68802958-GENE_ScYP8k310HRSCAF43chZ_70787482_70861702	1.54793379648593	high
s567p299651	s567p299651	Z	70.952565	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_70787482_70861702-GENE_ScYP8k310HRSCAF43chZ_71068743_71069153	1.54793379648593	high
s567p54014	s567p54014	Z	71.199356	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_71084002_71090403-GENE_ScYP8k310HRSCAF43chZ_71321925_71368561	1.54793379648593	high
s1537p112345	s1537p112345	Z	71.392852	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_71321925_71368561-GENE_ScYP8k310HRSCAF43chZ_71495249_71503834	1.54793379648593	high
s120p366226	s120p366226	Z	72.133876	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_72032038_72032298-GENE_ScYP8k310HRSCAF43chZ_72196780_72202184	1.59874179778478	high
s120p425321	s120p425321	Z	72.192487	upstream_gene_variant	b2_b2_g1592	1.59874179778478	high
s120p445151	s120p445151	Z	72.212319	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_72196780_72202184-GENE_ScYP8k310HRSCAF43chZ_72232883_72233155	1.59874179778478	high
s120p689868	s120p689868	Z	72.456715	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_72445718_72447199-GENE_ScYP8k310HRSCAF43chZ_72630728_72643261	1.59874179778478	high
s120p799604	s120p799604	Z	72.565737	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_72445718_72447199-GENE_ScYP8k310HRSCAF43chZ_72630728_72643261	2.10899555488878	high
s120p841401	s120p841401	Z	72.607715	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_72445718_72447199-GENE_ScYP8k310HRSCAF43chZ_72630728_72643261	2.10899555488878	high
s2840p86759	s2840p86759	Z	72.689003	intron_variant	b2_b2_g1602	2.10899555488878	high
s6197p6974	s6197p6974	Z	72.874615	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_72865988_72867222-GENE_ScYP8k310HRSCAF43chZ_72895935_72913433	2.10899555488878	high
s6197p467	s6197p467	Z	72.881097	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_72865988_72867222-GENE_ScYP8k310HRSCAF43chZ_72895935_72913433	2.10899555488878	high
s118p920639	s118p920639	Z	72.893729	upstream_gene_variant	b2_b2_g1615	2.10899555488878	high
s118p864469	s118p864469	Z	72.95315	intron_variant	b1_b1_g11609	2.10899555488878	high
s118p783049	s118p783049	Z	73.034132	intron_variant	b1_b1_g11610	2.10899555488878	high
s118p782183	s118p782183	Z	73.034998	intron_variant	b1_b1_g11610	2.10899555488878	high
s118p731491	s118p731491	Z	73.085583	intron_variant	b1_b1_g11612	2.10899555488878	high
s118p653100	s118p653100	Z	73.163656	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_73107008_73146675-GENE_ScYP8k310HRSCAF43chZ_73201292_73218408	2.10899555488878	high
s118p619111	s118p619111	Z	73.197521	downstream_gene_variant	b1_b1_g11614	2.10899555488878	high
s118p545302	s118p545302	Z	73.271376	missense_variant	b1_b1_g11617	2.10899555488878	high
s118p471380	s118p471380	Z	73.34489	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_73327460_73335844-GENE_ScYP8k310HRSCAF43chZ_73405158_73429407	2.10899555488878	high
s118p389689	s118p389689	Z	73.426647	intron_variant	b1_b1_g11626	2.10899555488878	high
s118p266065	s118p266065	Z	73.549059	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_73542982_73543479-GENE_ScYP8k310HRSCAF43chZ_73560805_73574981	2.45513200952945	high
s118p182269	s118p182269	Z	73.632875	downstream_gene_variant	b1_b1_g11633	2.45513200952945	high
s118p178336	s118p178336	Z	73.636808	synonymous_variant	b1_b1_g11633	2.45513200952945	high
s118p43067	s118p43067	Z	73.772156	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_73754550_73755995-GENE_ScYP8k310HRSCAF43chZ_73830595_73843903	2.45513200952945	high
s327p36320	s327p36320	Z	73.857429	intron_variant	b1_b1_g11652	2.45513200952945	high
s327p132099	s327p132099	Z	73.949362	downstream_gene_variant	b1_b1_g11657	2.45513200952945	high
s327p329399	s327p329399	Z	74.143881	intron_variant	b1_b1_g11669	2.45513200952945	high
s1882p66449	s1882p66449	Z	74.365705	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_74314064_74325425-GENE_ScYP8k310HRSCAF43chZ_74381988_74383358	2.45513200952945	high
s1882p79558	s1882p79558	Z	74.379101	downstream_gene_variant	b2_b2_g1673	2.45513200952945	high
s1882p83191	s1882p83191	Z	74.382734	intron_variant	b2_b2_g1673	2.45513200952945	high
s588p88735	s588p88735	Z	74.556667	intron_variant	b1_b1_g11681	19.9721797818163	very high
s588p150882	s588p150882	Z	74.618881	intron_variant	b1_b1_g11685	19.9721797818163	very high
s588p150985	s588p150985	Z	74.618984	intron_variant	b1_b1_g11685	19.9721797818163	very high
s588p203075	s588p203075	Z	74.671097	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_74656606_74658792-GENE_ScYP8k310HRSCAF43chZ_74692399_74695412	19.9721797818163	very high
s588p225464	s588p225464	Z	74.693885	intron_variant	b1_b1_g11691	19.9721797818163	very high
s588p243319	s588p243319	Z	74.71168	intron_variant	b2_b2_g1695	19.9721797818163	very high
s588p243907	s588p243907	Z	74.712268	intron_variant	b2_b2_g1695	19.9721797818163	very high
s588p244259	s588p244259	Z	74.71262	intron_variant	b2_b2_g1695	19.9721797818163	very high
s588p246010	s588p246010	Z	74.714331	upstream_gene_variant	b1_b1_g11695	19.9721797818163	very high
s3451p54331	s3451p54331	Z	74.944284	downstream_gene_variant	b1_b1_g11717	19.9721797818163	very high
s3451p25260	s3451p25260	Z	74.97349	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_74950483_74951151-GENE_ScYP8k310HRSCAF43chZ_74980914_74988987	19.9721797818163	very high
s3451p6781	s3451p6781	Z	74.991969	downstream_gene_variant	b1_b1_g11726	19.9721797818163	very high
s439p26112	s439p26112	Z	75.03134	intron_variant	b2_b2_g1738	19.9721797818163	very high
s439p37464	s439p37464	Z	75.042692	upstream_gene_variant	b2_b2_g1738	19.9721797818163	very high
s439p48284	s439p48284	Z	75.053512	upstream_gene_variant	b1_b1_g11738	19.9721797818163	very high
s439p50137	s439p50137	Z	75.055365	missense_variant	b1_b1_g11738	19.9721797818163	very high
s439p94717	s439p94717	Z	75.100123	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_75074813_75083431-GENE_ScYP8k310HRSCAF43chZ_75107049_75110151	19.9721797818163	very high
s439p96615	s439p96615	Z	75.102021	intergenic_region	GENE_ScYP8k310HRSCAF43chZ_75074813_75083431-GENE_ScYP8k310HRSCAF43chZ_75107049_75110151	19.9721797818163	very high
s439p115740	s439p115740	Z	75.121146	upstream_gene_variant	b1_b1_g11752	19.9721797818163	very high
s439p125400	s439p125400	Z	75.130732	upstream_gene_variant	b1_b1_g11755	19.9721797818163	very high
s439p160294	s439p160294	Z	75.165575	intron_variant	b1_b1_g11760	19.9721797818163	very high
s439p184397	s439p184397	Z	75.189661	downstream_gene_variant	b1_b1_g11763	19.9721797818163	very high
s439p189801	s439p189801	Z	75.195065	intron_variant	b1_b1_g11763	19.9721797818163	very high
s439p191046	s439p191046	Z	75.19631	intron_variant	b1_b1_g11763	19.9721797818163	very high
s439p195715	s439p195715	Z	75.200979	upstream_gene_variant	b1_b1_g11763	19.9721797818163	very high
s439p208203	s439p208203	Z	75.213494	downstream_gene_variant	b1_b1_g11767	19.9721797818163	very high
s439p215697	s439p215697	Z	75.221048	upstream_gene_variant	b1_b1_g11767	19.9721797818163	very high
s439p238797	s439p238797	Z	75.244146	intron_variant	b1_b1_g11771	19.9721797818163	very high
s439p295690	s439p295690	Z	75.301013	downstream_gene_variant	b2_b2_g1775	19.9721797818163	very high
s1638p12851	s1638p12851	Z	75.427319	upstream_gene_variant	b2_b2_g1784	19.9721797818163	very high
s688p136392	s688p136392	4	0.29874	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_267094_281910-GENE_ScYP8k311HRSCAF50ch4_320543_328589	NA	NA
s688p131221	s688p131221	4	0.303853	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_267094_281910-GENE_ScYP8k311HRSCAF50ch4_320543_328589	NA	NA
s688p106769	s688p106769	4	0.328426	missense_variant	b2_b2_g3223	NA	NA
s688p87170	s688p87170	4	0.348053	intron_variant	b1_b1_g5322	NA	NA
s688p83957	s688p83957	4	0.351266	intron_variant	b1_b1_g5322	NA	NA
s688p82761	s688p82761	4	0.352462	upstream_gene_variant	b1_b1_g5322	NA	NA
s688p15233	s688p15233	4	0.420236	downstream_gene_variant	b2_b2_g3229	NA	NA
s688p8064	s688p8064	4	0.427714	intron_variant	b2_b2_g3229	NA	NA
s5530p29333	s5530p29333	4	0.440473	intron_variant	b1_b1_g5332	NA	NA
s5530p11175	s5530p11175	4	0.457777	upstream_gene_variant	b1_b1_g5333	NA	NA
s5530p10361	s5530p10361	4	0.458591	missense_variant	b1_b1_g5332	NA	NA
s5530p7006	s5530p7006	4	0.462029	upstream_gene_variant	b1_b1_g5332	NA	NA
s5530p3438	s5530p3438	4	0.465222	upstream_gene_variant	b2_b2_g3231	NA	NA
s4208p27376	s4208p27376	4	0.501096	missense_variant	b1_b1_g5336	2.26268213943746	high
s4208p44352	s4208p44352	4	0.517896	upstream_gene_variant	b1_b1_g5336	2.26268213943746	high
s5889p3770	s5889p3770	4	0.548554	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_518815_519114-GENE_ScYP8k311HRSCAF50ch4_553876_555649	2.26268213943746	high
s3350p2530	s3350p2530	4	0.5576	upstream_gene_variant	b2_b2_g3240	2.26268213943746	high
s3350p33030	s3350p33030	4	0.587871	upstream_gene_variant	b1_b1_g5352	2.26268213943746	high
s3350p38684	s3350p38684	4	0.593542	upstream_gene_variant	b1_b1_g5351	2.26268213943746	high
s3350p40029	s3350p40029	4	0.594887	upstream_gene_variant	b1_b1_g5351	2.26268213943746	high
s9636p488	s9636p488	4	0.640806	upstream_gene_variant	b1_b1_g5366	2.26268213943746	high
s7406p10350	s7406p10350	4	0.692159	upstream_gene_variant	b2_b2_g3261	2.26268213943746	high
s6041p12423	s6041p12423	4	0.70977	intron_variant	b2_b2_g3263	2.26268213943746	high
s5551p2029	s5551p2029	4	0.730404	intron_variant	b1_b1_g5374	2.26268213943746	high
s6041p587	s6041p587	4	0.740616	intron_variant	b1_b1_g5374	2.26268213943746	high
s5551p24774	s5551p24774	4	0.758629	downstream_gene_variant	b1_b1_g5376	2.26268213943746	high
s7371p3680	s7371p3680	4	0.895464	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_878090_883718-GENE_ScYP8k311HRSCAF50ch4_905062_916276	2.26268213943746	high
s6771p5597	s6771p5597	4	0.922035	intron_variant	b2_b2_g3290	2.26268213943746	high
s8249p7403	s8249p7403	4	0.934452	upstream_gene_variant	b1_b1_g5404	2.26268213943746	high
s7673p11260	s7673p11260	4	0.965246	downstream_gene_variant	b2_b2_g3292	2.26268213943746	high
s6831p14865	s6831p14865	4	0.970546	intron_variant	b2_b2_g3292	2.26268213943746	high
s6831p13757	s6831p13757	4	0.971654	intron_variant	b2_b2_g3292	2.26268213943746	high
s6831p8777	s6831p8777	4	0.974186	upstream_gene_variant	b2_b2_g3292	2.26268213943746	high
s6574p382	s6574p382	4	1.073265	downstream_gene_variant	b1_b1_g5418	2.26268213943746	high
s6574p11738	s6574p11738	4	1.084736	upstream_gene_variant	b1_b1_g5422	2.26268213943746	high
s9591p3554	s9591p3554	4	1.097803	upstream_gene_variant	b1_b1_g5424	2.26268213943746	high
s6458p17879	s6458p17879	4	1.136961	upstream_gene_variant	b1_b1_g5437	2.26268213943746	high
s9257p723	s9257p723	4	1.141996	downstream_gene_variant	b1_b1_g5436	2.26268213943746	high
s9257p1183	s9257p1183	4	1.142456	synonymous_variant	b1_b1_g5437	2.26268213943746	high
s9257p2280	s9257p2280	4	1.143553	downstream_gene_variant	b1_b1_g5436	2.26268213943746	high
s6950p9486	s6950p9486	4	1.163555	upstream_gene_variant	b1_b1_g5441	2.26268213943746	high
s2516p87014	s2516p87014	4	1.24949	upstream_gene_variant	b2_b2_g3317	2.26268213943746	high
s2516p86789	s2516p86789	4	1.249715	upstream_gene_variant	b2_b2_g3317	2.26268213943746	high
s2516p85298	s2516p85298	4	1.251206	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_1240009_1245852-GENE_ScYP8k311HRSCAF50ch4_1259885_1269350	2.26268213943746	high
s2516p53551	s2516p53551	4	1.282935	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_1259885_1269350-GENE_ScYP8k311HRSCAF50ch4_1329444_1345603	2.26268213943746	high
s2516p52223	s2516p52223	4	1.284263	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_1259885_1269350-GENE_ScYP8k311HRSCAF50ch4_1329444_1345603	2.26268213943746	high
s2516p42674	s2516p42674	4	1.293828	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_1259885_1269350-GENE_ScYP8k311HRSCAF50ch4_1329444_1345603	2.26268213943746	high
s2516p42145	s2516p42145	4	1.294357	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_1259885_1269350-GENE_ScYP8k311HRSCAF50ch4_1329444_1345603	2.26268213943746	high
s2516p39506	s2516p39506	4	1.296996	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_1259885_1269350-GENE_ScYP8k311HRSCAF50ch4_1329444_1345603	2.26268213943746	high
s2516p33500	s2516p33500	4	1.302965	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_1259885_1269350-GENE_ScYP8k311HRSCAF50ch4_1329444_1345603	2.26268213943746	high
s2516p15306	s2516p15306	4	1.321068	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_1259885_1269350-GENE_ScYP8k311HRSCAF50ch4_1329444_1345603	2.26268213943746	high
s5656p22820	s5656p22820	4	1.390896	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_1347370_1348482-GENE_ScYP8k311HRSCAF50ch4_1428028_1438590	2.26268213943746	high
s6561p8935	s6561p8935	4	1.418732	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_1347370_1348482-GENE_ScYP8k311HRSCAF50ch4_1428028_1438590	2.26268213943746	high
s6561p10812	s6561p10812	4	1.420609	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_1347370_1348482-GENE_ScYP8k311HRSCAF50ch4_1428028_1438590	2.26268213943746	high
s6561p12676	s6561p12676	4	1.422473	intergenic_region	GENE_ScYP8k311HRSCAF50ch4_1347370_1348482-GENE_ScYP8k311HRSCAF50ch4_1428028_1438590	2.26268213943746	high
s8063p121	s8063p121	4	1.444602	downstream_gene_variant	b1_b1_g5465	2.26268213943746	high
s6808p10534	s6808p10534	4	1.504677	intron_variant	b1_b1_g5465	9.40990559943501	very high
s8590p577	s8590p577	4	1.57079	missense_variant	b1_b1_g5469	9.40990559943501	very high
s13014p887	s13014p887	4	1.574832	upstream_gene_variant	b2_b2_g3334	9.40990559943501	very high
s12414p159	s12414p159	4	1.656821	intron_variant	b2_b2_g3342	9.40990559943501	very high
s8366p242	s8366p242	4	1.683875	downstream_gene_variant	b1_b1_g5488	9.40990559943501	very high
s6911p9354	s6911p9354	4	1.704137	intron_variant	b2_b2_g3346	9.40990559943501	very high
s6911p6361	s6911p6361	4	1.707062	upstream_gene_variant	b1_b1_g5492	9.40990559943501	very high
s6911p3090	s6911p3090	4	1.710333	synonymous_variant	b2_b2_g3346	9.40990559943501	very high
s5142p9470	s5142p9470	4	2.117301	intron_variant	b1_b1_g5538	9.40990559943501	very high
s8704p597	s8704p597	4	2.16329	downstream_gene_variant	b1_b1_g5548	9.40990559943501	very high
s5765p25906	s5765p25906	4	2.191858	upstream_gene_variant	b1_b1_g5552	9.40990559943501	very high
s5922p15547	s5922p15547	4	2.215363	stop_gained	b2_b2_g3395	9.40990559943501	very high
s5922p12599	s5922p12599	4	2.218305	missense_variant	b1_b1_g5561	9.40990559943501	very high
s4085p37721	s4085p37721	4	2.282282	upstream_gene_variant	b1_b1_g5586	9.40990559943501	very high
s4085p37577	s4085p37577	4	2.282426	upstream_gene_variant	b1_b1_g5586	9.40990559943501	very high
s4085p10276	s4085p10276	4	2.309231	intron_variant	b1_b1_g5592	9.40990559943501	very high
s9160p267	s9160p267	4	2.326088	synonymous_variant	b1_b1_g5594	9.40990559943501	very high
